,sentence,hate,category
2321,আরে জানোয়ারের বাচ্চারা তোদের কি যোগ্যতা আছে রে তোদের একটা গান গাইতে বললে তো ছাগলের মত ব্যা ব্যা করবি।বাইনচোদের বাচ্চারা।বাল ফালাইতে আইছে এখানে।,1,entertainment
4267,এসব খানকি মাগির লাইগা এই দেশের এই অবস্থা আরেক চুদানির পোলা ডিসি ওর পুটকির মধ্যে ভইরা দেওয়ার দরকার দশ ইঞ্চি বিচি 😁😁,1,crime
3405,আধা ঘন্টা ধরে ডলাডলি আর হাত মারার পরও ধন দাড় করাইতে পারে না যে ভাদাইম্যা সে আবার কি বালের লীলা করলো হা হা হা,1,crime
151,ওই হালা তুই এই সংবাদ কোথায় পাইলি?,1,sports
7369,পাগলে কিনা কয় ছাগলে কিনা খায় খালেদা জিয়ার পায়ের নিচে যে বালি থাকে ওবায়দুল কাদেরের সে দামটাও নেই,1,politics
694,পাপইন্না বেস্যা মাগীর পোলার হোগা দিয়া গরম ডিম দেওয়া উচিৎ।,1,sports
4417,শালা কে সবার সামনে জুতা পেটা করা হোক । সাথে ঐ শালিটা কেও ।,1,crime
5697,এই নাস্তিক দের মেরে ফেলা উচিত,1,religion
1738,লাত্তি মার এই বুইড়া আবালগুলারে,1,entertainment
3001,চেনেল আই এর পরিচালক গাজা খাইছে না হলে এরকম পগল ছাগলরে বিচারক বানাইছে বালের বিচারক,1,entertainment
167,খানকিরপলা পাপন।।।মাদারচদ,1,sports
6111,ভাই৷ ওরা৷ পাগল৷ আর৷ কিছুই৷ না৷,1,religion
4622,এই মাদারচোদেরা কি তদন্তের কথা বলে,1,crime
2865,তুই মাগি,1,entertainment
8544,মাদারীর বেটি মাত পাকাও এডমিনরে রিকশাচালক চুইদা পেটবানাই দিছেরে,1,"Meme, TikTok and others"
4702,মাগের ভাই সালা জনগন চুদলে দুশ আর তুরা চুদলে নন্দঘুশ 😏,1,crime
2883,কুকুরের মতো লাগছে ।।।তোর মা আসলে একটা কুকুর।।।রাস্তায় ঘুরে ঘুরে কুকুরের মতো তোরে জন্ম দিছে কুকুর।।।,1,entertainment
3031,মাদার চোদ বান্দরে র বাচ্চাটাকে মাছুদ রানা বানাইয়া ফেলুন,1,entertainment
8183,"আপনি সরলতার ভং ধরা একটা ইবলিশ। পিশাচের দোসর। হাতুরি পেটা হওয়া ছাত্র সমাজ আজ অবরুদ্ধ আর আপনি বিশ্বকাপ চুদাইতে আসছেন। চোখ বন্ধ করে আপনার মুখে এক দলা থুথু  দিলাম, ওয়াক থুঃ",1,celebrity
