sentence,hate,category
"Didarul Alam আমরা ভাল নেই। আজ একাত্তরের হায়নাদের সহযোগী জামাত, বিএনপির জোরে ও বিগত ৩৫ বছরের উপার্জিত অবৈধ অর্থের জোরে তান্ডব চালাচ্ছে। জনগনের নিরাপত্তা বিধানে পুলিশকে অসহায় মনে হচ্ছে। জবাই করে জামাত শিবিরের কুত্তারা রাজিবকে মারল, মারল আইনশৃঙ্খলায় ও জনগনের জানমাল নিরাপত্তায় নিয়োজিত রাস্ট্রযন্ত্রের সশস্র বাহিনীকে আর তখন খালেদা এই জঙ্গীদলকে সমর্থন দিয়ে হরতাল ডাকছে। বলছে সরকার নাকি গনহত্যা চালাচ্ছে! যারা গনহত্যা করেছিল তাঁদের বাঁচাতে খালেদা পারবে কি? জনগনকে আর কতদিন ধোকা দিবে সেই মীরজাফর জিয়ার স্ত্রী আর তার সাথে মুক্তিযোদ্ধা নামধারী মীর্জাগংরা! আজ কক্সবাজারে সন্ধায় নরপিশাচরা চোরাগুপ্তা মিছিল বের করে তান্ডব চালানোর চেস্টা করল। শুধুমাত্র পুলিশের হামলায় ছত্রভংগ হল। কয়েক হাজার পর্যটক আটকা পড়ে আছে এই নরপিশাচ আর পাকি দালালদের হীন স্বার্থ চরিতার্থ করার কারনে! তাই বলছিলাম ভাল নেই, মনে হয় একাত্তরের মত আবার যুদ্ধ শুরু করতে হবে ছাত্র-জনতা-আবাল-বৃদ্ধ-বনিতাকে! তাছাড়া উপায় কি বলুন? সরকারের আরও কঠিন হাতে দমনের পরিকল্পনা না থাকলে খালেদ-গংগরা সুযোগ নিবেই। খালেদা একাত্তরের গনহত্যা চিনেনা, জামাত-শিবিরের জঙ্গি ততপরতা, ভাংচুর, খুন, জালাও পোড়াও চোখে দেখে না! এখন আমাদের একশানে যাওয়া ছাড়া মনে হয় আর শেষ রক্ষা হবে না। পতাকা পোড়াচ্ছে, সঙ্খ্যালগুদের খুন করছে ঘরবাড়ি পোড়াচ্ছে, সম্পদ লুট করছে! পুলিশ অসহায়! তাই সবাইকে আহ্বান জানাচ্ছি, আসুন ঘরে ঘরে প্রতিরোধ গড়ে তুলুন। সেই একই স্বাধীনতাবিরোধী শক্তিকে রুখে দেই। এবার অন্তত পাকিস্তান বাহিনী অদের বাঁচাতে আসবে না, আসবে তাঁদের প্রেতাত্মা (খালেদা-মির্জা গংরা)। জয় বাংলা। একাত্তরের হাতিয়ার, গর্জে ঊঠুক আর একবার। আমাদের স্বাধীন সোনার বাংলাকে আর কেঊ ধর্সন করতে পারবে না, আমরা তা মেনে নিব না। ওদের সমুলে ধ্বংস করার এখনই সময়। জাগো বাঙ্গালী জাগো।",0,celebrity
এই সব ঘড়ি দেখে আমি সিহরিত!! এটা আমাকে বি এন পি জোর করে পরিয়ে দিছে,0,politics
মাথাই পুরাই আগুন ধরে গেছে নাস্তিক গুলির কথা শুনে,0,religion
জবার মারে চুদি,0,"Meme, TikTok and others"
আমার দেশে এগুলো কি? কয় বছরের মানুষ তুমি? নাক টিপলে এখনো দুধ বের হবে। ভালো মন্দ কি ভোজ। এগুলো কিয়ামতের আলামত।বাপের বেটা হলে তাহেরীর সামনে যাবি।,0,religion
মুশফিক এর সাতে আমাদের প্রিয় নবী হযরত মুহাম্মদ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম তুলনা করা ঠিক না,0,sports
এদের কে বিনা জবাবে শাসতি দেও৷ আললাহ,0,religion
ঘৃণ্য মোদী ও অমিত এত হিংসা বিদ্বেষ মুসলমানদের জন্য তাদের বীভৎস চেহারা দেখে বুঝা যাচ্ছে এত হীন মন্য হতে পারে কোন মন্ত্রী প্রধান মন্ত্রী একটি ধর্মীয় সংখ্যালঘু সম্প্রদায়ের প্রতি এর থেকে বুঝা যায় ঐ সম্প্রদায়ের লোকজন ভারতে কত নির্যাতন ও বৈষম্যমূলক আচরণের শিকার মানবতাবাদী ভারতীয়দের ধন্যবাদ মমতা ব্যানার্জিকে ধন্যবাদ যে তারা এই চক্রান্তের বিরুদ্ধে কঠিন লড়াইয়ে অবতীর্ণ হয়েছেন,0,"Meme, TikTok and others"
ওর বাবার টাকা না এগুলো এগুলো সব জনোগনের টাকা এই টাকার লোভে তারা খমতার লোভ ছাড়ে না।এবার বোঝ।শালা।,0,politics
সবাই চেনেটার জন্য রিপোট করিন এগুলা সব মিছা বলছে,0,"Meme, TikTok and others"
এই ভিডিও বানানোর জন্য ধন্যবাদ,0,religion
কমেন্ট পরে মনে হলো দুধ নিয়ে একটা রচনা লেখা দরকার কি বলেন সবাই,0,"Meme, TikTok and others"
পাপনের পদতেক চাই,0,sports
স্যার কে নিয়া বাজে কমেন্টস করতে খারাপ লাগে না আপনাদের।আগে জাফর ইকবাল হওয়ার ক্ষমতা অর্জন করেন তারপর স্যারকে নিয়ে বাজে কমেন্টস করবেন।,0,celebrity
